DATED,ACCC_NO,CLASS_NO,BOOK_NO,AUTHOR_1,AUTHOR_2,TITLE,PUBLISHER_NAME,PLACE,COLLN_TYPE,TYPE_OF_MATERIAL,YEAR,EDITION,PG_COUNT,ILLUST,BK_SIZE,ISBN,LANGUAGE,SCRIPT_USED,TRANSLATED,SUBJECT_HEAD,PHY_MED,PRICE,TYPE_OF_BINDING,DOC_NO,SERIES_NAME,ISSN_NO,VOL_NO,PEGINATION,TITLE_VOLUME,ENTRY_ELEMENT,OTHER_NAME,ADDRESS,COUNTRY,BIBLIO_GRAPHY,MEETING_NAME,COUNTTRY_MEETING,PLACE_MEETING,DATE_MEETING,NUMBER_MEETING,KEY,ISSUE,CUR,FCUR,REMARKS,WRITTENOFF,NOOFCOPIES,EDITOR,BK_INFO,ISSUED,COND_BOOK,AVAILABILITY,NEW_CLASS_NO,ORDER_NO,WITH_MEDIA,REFERENCE,BK_BINDING,EDITOR_TYPE,DISC_PR,ACTUAL_PR,SNO,ACCREGDATE,ALMIRAH_NO,SHELF_NO,ISS,ACCCC_NO,HINDI
2019-06-01,1724,0,0,JOMES DEREK L,THE A-Z WOMEN'S HEALTH-JOMES DEREK L,THE A-Z WOMEN'S HEALTH,OXFORD UNIVERSITY PRESS,,,,1990,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1728,0,0,PETERS GRETCHAN,SEEDS OF TERROR-PETERS GRETCHAN,SEEDS OF TERROR,HACHETTE INDIA,,,,2009,,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1740,0,0,CHOPRA DEEPAK,HOW TO KNOW GOOD-CHOPRA DEEPAK,HOW TO KNOW GOOD,RANDOM HOUSE NEW YORK,,,,2000,,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1754,0,0,STAUSS LEO,THOUGHTS AN MACHIAVELLI-STAUSS LEO,THOUGHTS AN MACHIAVELLI,UNIVERSITY OF WASHINGTON PRESS,,,,1958,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1766,0,0,TAYLOR WILLIAM T,GENERAL BIOLOGY-TAYLOR WILLIAM T,GENERAL BIOLOGY,EAST WEST PRESS NEW DELHI,,,,1967,,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1772,0,0,CHANDLER L.V.,THE ECONOMICS OF MONEY & BANKING-CHANDLER L.V.,THE ECONOMICS OF MONEY & BANKING,HARPER & BROTHER NEW YORK,,,,1959,,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1779,0,0,KOTHARI RAJNI,POLITICS IN INDIA-KOTHARI RAJNI,POLITICS IN INDIA,ORINT LANGMAN,,,,1970,,461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1788,0,0,GETTELL RAYMOND GARFIELD,INTRODUCTION TO POLITICAL SCIENCE-GETTELL RAYMOND GARFIELD,INTRODUCTION TO POLITICAL SCIENCE,GIN & COMPANY BOSTAN,,,,1922,,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1793,0,0,FRIEDMANN W,AN INTRODUCTION TO WORLD POLITICS-FRIEDMANN W,AN INTRODUCTION TO WORLD POLITICS,MACMILLAN,,,,1964,,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1798,0,0,PYLEE M.V,CONSTITUTIONAL GOVT. IN INDIA-PYLEE M.V,CONSTITUTIONAL GOVT. IN INDIA,ASIA PUB HOUSE BOMBAY,,,,1960,,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1809,0,0,RAM S.K.,MAGIC WORLD - LEVELS 3 : PRET & OTHER STORIES-RAM S.K.,MAGIC WORLD - LEVELS 3 : PRET & OTHER STORIES,OXFORD UNIVERSITY PRESS,,,,1992,,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1823,0,0,GILL RAMA,THE TEMPEST-GILL RAMA,THE TEMPEST,OXFORD UNIVERSITY PRESS,,,,2000,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1824,0,0,GROWELL THOMAS LEE,A GLOSSARY OF PHRASES WITH PREPOSITIONS-GROWELL THOMAS LEE,A GLOSSARY OF PHRASES WITH PREPOSITIONS,PRINTICE HALL NEW DELHI,,,,1995,,216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1831,0,0,HARWARD PETER,PERFECT YOUR GRAMMAR-HARWARD PETER,PERFECT YOUR GRAMMAR,ORINT LONGMANN DELHI,,,,2002,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1837,0,0,MOHINDRA KAMLESH,ON THE THIEVES TRAILS-MOHINDRA KAMLESH,ON THE THIEVES TRAILS,MADHUBAN EDUCATIONAL BOOK,,,,1997,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1848,0,0,MALORY THOMAS,KING ARTHUR & THE KNIGHTS OF THE ROUND TABLE-MALORY THOMAS,KING ARTHUR & THE KNIGHTS OF THE ROUND TABLE,VIKASH PUBS.HOUSE,,,,1996,,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1855,0,0,VERNE JULES,TWENTY THOUSAND LEAGUES UNDER THE SEA-VERNE JULES,TWENTY THOUSAND LEAGUES UNDER THE SEA,MADHUBAN EDUCATIONAL BOOK,,,,1996,,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1858,0,0,DUMAS ALEXANDER,THE COUNT OF MONTE CRISTO-DUMAS ALEXANDER,THE COUNT OF MONTE CRISTO,MADHUBAN EDUCATIONAL BOOK,,,,1997,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1862,0,0,SHUKLA S.N.,THE TRANSFER OF PROPERTY ACT-SHUKLA S.N.,THE TRANSFER OF PROPERTY ACT,ALLAHABAD LAW AGENCY,,,,1985,,331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1865,0,0,BATUK LAL,THE LAW EVIDENCE-BATUK LAL,THE LAW EVIDENCE,CENTRAL LAW AGENCY ALLAHABAD,,,,1992,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1867,0,0,DIWAN PARAS,FAMILY LAW-DIWAN PARAS,FAMILY LAW,ALLAHABAD LAW AGENCY,,,,2003,,540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1873,0,0,SINGH HARMAN (ED.),STUDIES IN WORLD ORDER-SINGH HARMAN (ED.),STUDIES IN WORLD ORDER,STERLING PUBS NEW DELHI,,,,1972,,445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1877,0,0,IAS CIRCLE STUDY,STUDIES IN INTERNATIONAL RELATIONS-IAS CIRCLE STUDY,STUDIES IN INTERNATIONAL RELATIONS,BOOKHIVE PUBS NEW DELHI,,,,1981,,394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1886,0,0,"BHANDARI,B.R.","HISTORY OFEUROPEAN POLITICAL PHILOSPHY-BHANDARI,B.R.",HISTORY OFEUROPEAN POLITICAL PHILOSPHY,ASIA PUBLISHING HOUSE,,,,,,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1887,0,0,"SINGH, K. RAJENDRA","POLITICS OF INDIAN OCEAN-SINGH, K. RAJENDRA",POLITICS OF INDIAN OCEAN,THOMAS PRESS DELHI,,,,1974,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,20,0,0,"THAKUR,SHIVRAM","SHRI SAI SACHCHARIT -THAKUR,SHIVRAM",SHRI SAI SACHCHARIT,"SHRI SAI BABA SANSTHAN,SAI NIKETAN,DADAR",,,,2002,,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,65,0,0,"GEETA PRESS,GORAKHPUR","KALYAN GO SEVA ANK-GEETA PRESS,GORAKHPUR",KALYAN GO SEVA ANK,"GEETA PRESS,GORAKHPUR",,,,1995,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,95,0,0,"GAUTAM,CHAMANLAL","MANU SMRITI-GAUTAM,CHAMANLAL",MANU SMRITI,"SANSKRITI SANSTHAN,BAREILY",,,,2008,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,162,0,0,"PANDYA,PRANAV(EDITOR)","RISHI CHINTAN-PANDYA,PRANAV(EDITOR)",RISHI CHINTAN,"YUG NIRMAN YOJNA,MATHURA",,,,2005,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,192,0,0,"NAGAR,AMRIT LAL","SUHAG KE NUPUR-NAGAR,AMRIT LAL",SUHAG KE NUPUR,"RAJKAMAL,DELHI",,,,1960,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,235,0,0,"SHARMA,MANU","KRISHNA KI AATMAKATHA-1:NARAD KI BHAVISHYAVANI-SHARMA,MANU",KRISHNA KI AATMAKATHA-1:NARAD KI BHAVISHYAVANI,"PRABHAT PRAKASHAN,DELHI",,,,2013,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,238,0,0,"PRIYAMVADA,USHA","RUKOGI NAHI RADHIKA-PRIYAMVADA,USHA",RUKOGI NAHI RADHIKA,"RAJKAMAL,DELHI",,,,1996,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,275,0,0,GOVIND CHATAK,AKASH DANI DE PANI-GOVIND CHATAK,AKASH DANI DE PANI,"SASTA SAHITYA MANDAL,NEW DELHI",,,,1995,,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,307,0,0,PREMCHANDRA,MANSAROVAR -7-PREMCHANDRA,MANSAROVAR -7,DIMOND POCKET DELHI,,,,2001,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,325,0,0,JAINENDRA KUMAR SAMPADAK,HINDI KAHANIYA-JAINENDRA KUMAR SAMPADAK,HINDI KAHANIYA,LOK BHARTI PRAKASHAN DELHI,,,,2009,,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,356,0,0,SURESH KANT SAMPADAK,VISHWA PRASIDH KAHANIYAAN BHAAG-3-SURESH KANT SAMPADAK,VISHWA PRASIDH KAHANIYAAN BHAAG-3,GRANTH ACADEMY NEW DELHI,,,,1996,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,430,0,0,LOK BHARTI PRAKASHAN,GULENAMA FIRAAQ GORAKHPURI KI RACHNAE-LOK BHARTI PRAKASHAN,GULENAMA FIRAAQ GORAKHPURI KI RACHNAE,LOK BHARTI PRAKASHAN ALLAHABAD,,,,1988,,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,469,0,0,"TIWARI,MADHURI","SHAB-E-FURKAT-TIWARI,MADHURI",SHAB-E-FURKAT,PUSTAK PATH DELHI,,,,2017,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,492,0,0,RAJENDRA JIGYASU,AMER KAHANI-BEER HAQIQAT RAI-RAJENDRA JIGYASU,AMER KAHANI-BEER HAQIQAT RAI,GANGA PRASAD UPADHYAYPRAKASHAN MANDIR ABOHAR,,,,2007,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,524,0,0,"SHIRODIYA,SHAKUNTALA","MERE PERDESHI-SHIRODIYA,SHAKUNTALA",MERE PERDESHI,ASHU PRAKASHAN ALLAHABAD,,,,1991,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,562,0,0,"GUPTA,HARIHAR PRASAD","SAFALTA KE LIYE KYA KAREIN?-GUPTA,HARIHAR PRASAD",SAFALTA KE LIYE KYA KAREIN?,"SAT SAHITYA SANSTHAN,ALLAHABAD",,,,1986,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,585,0,0,AYODHYA SHODH SANSTHAN,SAKSHI-AYODHYA EK SANSKRITIK VIRASAT-AYODHYA SHODH SANSTHAN,SAKSHI-AYODHYA EK SANSKRITIK VIRASAT,"AYODHYA SHODH SANSTHAN,FAIZABAD",,,,2011,,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,690,0,0,"GOPAL,SARVEPALLI","JAWAHARLAL NEHRU A BIOGRAPHY-GOPAL,SARVEPALLI",JAWAHARLAL NEHRU A BIOGRAPHY,OXFORD UNIVERSITY PRESS,,,,1989,,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,708,0,0,MORELAND W..H,INDIA : AT THE DEATH OF AKBER-MORELAND W..H,INDIA : AT THE DEATH OF AKBER,TRANS PUBDELHI,,,,1974,,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,729,0,0,RUSHDIE SALMAN,THE SATANIC VERSES-RUSHDIE SALMAN,THE SATANIC VERSES,PICADAR NEW YORK,,,,1997,,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,773,0,0,DEPINDER SINGH,FIELD MARSHAL SAM MANEKSHAW M.C.-DEPINDER SINGH,FIELD MARSHAL SAM MANEKSHAW M.C.,NATRAJ PUBS DELHI,,,,2005,,272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,778,0,0,ROWLING J.K.,THE TALE OF BEEDLE THE BORD-ROWLING J.K.,THE TALE OF BEEDLE THE BORD,CHILDREN HIGH LOVEL COM NEW DELHI,,,,2000,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,822,0,0,"BLYTON,ENID","AMELIA JANE IN NAUGHTY AGAIN-BLYTON,ENID",AMELIA JANE IN NAUGHTY AGAIN,MOMMOTH LONDAN,,,,1995,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,858,0,0,"TALEPADE,DNYANESHWARI","THE ADVENTUROURS FIVE AND OTHER STORIES-TALEPADE,DNYANESHWARI",THE ADVENTUROURS FIVE AND OTHER STORIES,PAULIN PUBS,,,,1996,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,885,0,0,"JACKSON , DOUGLES","HERO OF ROME-JACKSON , DOUGLES",HERO OF ROME,BANTAM PRESS LANDON,,,,2010,,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,901,0,0,NARAYAN R.K.,SWAMI AND FRIENDS-NARAYAN R.K.,SWAMI AND FRIENDS,INDIAN THOUGHT PUB.MYSORE,,,,1993,,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,922,0,0,BHAKTIVADANTA BOOK TRUST,PERFECT QUESTION AND PERFECT ANSWERS-BHAKTIVADANTA BOOK TRUST,PERFECT QUESTION AND PERFECT ANSWERS,BHAKTIVADANTA BOOK TRUST,,,,1992,,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,923,0,0,VENKATRAMAN K,SAI BABA SHIRDI STORIES-VENKATRAMAN K,SAI BABA SHIRDI STORIES,SHISTI PUB NEW DELHI,,,,2002,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,944,0,0,SWAMI PRABHU PADE,THE PATH PERFECTION-SWAMI PRABHU PADE,THE PATH PERFECTION,BHAKTI VEDANTA BOOK TRUST LANDON,,,,1992,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,962,0,0,JOHN W.E.,A BIGGLES OMNIBUSS-JOHN W.E.,A BIGGLES OMNIBUSS,RANDOM HOUSE LANDON,,,,1994,,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,975,0,0,"DALRYMPLE , WILLIAM","THE LAST MUGHAL-DALRYMPLE , WILLIAM",THE LAST MUGHAL,BLOOMSBURY BOOKS,,,,2006,,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,987,0,0,MACINTYRE BEN,A SPY AMONG FRIENDS-MACINTYRE BEN,A SPY AMONG FRIENDS,BLOOMSBURY BOOKS,,,,2014,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1023,0,0,DOCTOR ADI H,INTERNATIONAL RELATIONS-DOCTOR ADI H,INTERNATIONAL RELATIONS,VIKAS PUB.HOUSE,,,,1969,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1028,0,0,GANGOPADHAYAY SUNIL,FEAR AND OTHER STORIES-GANGOPADHAYAY SUNIL,FEAR AND OTHER STORIES,RUPA AND COMPANY,,,,1994,,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1103,0,0,"GIACOMINI,FABIO & HASAN ZAIDI","ELECTRONIC EVIDENCE-GIACOMINI,FABIO & HASAN ZAIDI",ELECTRONIC EVIDENCE,"ALIA LAW AGENCY,ALLAHABAD",,,,2012,,1271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1120,0,0,"ARON,SUNITA","THE DYNASTY:BORN TO RULE-ARON,SUNITA",THE DYNASTY:BORN TO RULE,HEY HOUSE INDIA,,,,2016,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1149,0,0,"WALLACE,IRRVING","THE SEVEN MINUTES-WALLACE,IRRVING",THE SEVEN MINUTES,IRRVING WALLACE,,,,1969,,511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1166,0,0,"HOSSEINI , KHALID","THE KITE RUNNER-HOSSEINI , KHALID",THE KITE RUNNER,BLOOMSBURY BOOKS,,,,2003,,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1187,0,0,RAJAGOPAL D (ED),COMMENTARIES ON LIVING -RAJAGOPAL D (ED),COMMENTARIES ON LIVING,B.J.PUBLICATION BAMBAY,,,,1986,,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1210,0,0,CUSSLER CLIVE,THE JUNGLE-CUSSLER CLIVE,THE JUNGLE,MICHAL JOSHPH PENGUIN BOOKS,,,,2011,,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1251,0,0,BRONTIE EMILE,WUTHERING HEIGHTS-BRONTIE EMILE,WUTHERING HEIGHTS,PENGUIN BOOKS N.D.,,,,1970,,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1275,0,0,OREINT PAPERBACK,KHUSHWANT SINGH'S JOKE BOOK II-OREINT PAPERBACK,KHUSHWANT SINGH'S JOKE BOOK II,ORIENT PAPERBACK DELHI,,,,1990,,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1310,0,0,AMISH,THE OATH OF THE VAYUPUTRAS-AMISH,THE OATH OF THE VAYUPUTRAS,WESTLAND LTD.CHENNAI,,,,2013,,565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1356,0,0,SANGHI ASHWIN,THE ROZABAL LINE-SANGHI ASHWIN,THE ROZABAL LINE,WESTLAND LTD.CHENNAI,,,,2008,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1375,0,0,SEILD JENNIFER,ENGLISH IDIOMS-SEILD JENNIFER,ENGLISH IDIOMS,OXFORD UNIVERSITY PRESS,,,,1989,,267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1393,0,0,GIBRAN KHALID,THE PROPHET-GIBRAN KHALID,THE PROPHET,JAICO PUBS BOMBAY,,,,1991,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1410,0,0,RUSKIN BOND,GHOST STORIES FROM THE RAJ-RUSKIN BOND,GHOST STORIES FROM THE RAJ,RUPA & CO.,,,,2010,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1424,0,0,MISHRA PRAMOD K,THE KUTCH EARTHQUAKE 2001-MISHRA PRAMOD K,THE KUTCH EARTHQUAKE 2001,NATIONAL INSTT OF DISASTER MANAGEMENT,,,,2004,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1451,0,0,MCNAB ANDY,BRAVE TWO ZERO-MCNAB ANDY,BRAVE TWO ZERO,CORGI BOOKS,,,,1993,,411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1474,0,0,GAUTAM S.P.,RAMCHARITMANAS : OCEAN OF SCIENCE-GAUTAM S.P.,RAMCHARITMANAS : OCEAN OF SCIENCE,LOK BHARTI PUBS ALLAHABAD,,,,2013,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1494,0,0,ABDUL KALAM A.P.J.,TURNING POINT-ABDUL KALAM A.P.J.,TURNING POINT,HARPER COLLINS INDIA,,,,2012,,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1553,0,0,PERLOTT JEFFERY M,MICROECONOMICS-PERLOTT JEFFERY M,MICROECONOMICS,PEARSON,,,,2016,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1574,0,0,MARDNISS,BARACK OBAMA : THE MAKING OF MAN-MARDNISS,BARACK OBAMA : THE MAKING OF MAN,ATLANTIC BOOK,,,,2012,,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1587,0,0,TALEB NASSIM NICHOLAS,THE BLACK SWAN-TALEB NASSIM NICHOLAS,THE BLACK SWAN,PENGUIN BOOKS N.D.,,,,2010,,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1616,0,0,PATHERYA MUDAR,THE ULLTIMATE WORLD CUP  CRICKET QUIZ BOOK-PATHERYA MUDAR,THE ULLTIMATE WORLD CUP  CRICKET QUIZ BOOK,PENGUIN BOOKS N.D.,,,,2002,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1669,0,0,ZAIDI MOH HASAN,GUIDELINES OF THE SUPREME COURT & HIGH COURT IN CRIMINAL LAW -ZAIDI MOH HASAN,GUIDELINES OF THE SUPREME COURT & HIGH COURT IN CRIMINAL LAW,"ALIA LAW AGENCY,ALLAHABAD",,,,2013,,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1692,0,0,SINGH SRAJANPAAL,U.P.KI NAYI UDAAN-SINGH SRAJANPAAL,U.P.KI NAYI UDAAN,PRABHAAT PRAKASHAN,,,,2017,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1704,0,0,SHOURIE ARUN,EMINENT HISTORIUS : THEIR TECHNOLOGY THEIR LINE THEIR FRAUD-SHOURIE ARUN,EMINENT HISTORIUS : THEIR TECHNOLOGY THEIR LINE THEIR FRAUD,INDIA TODAY ARUN SHOURIE,,,,1998,,271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1725,0,0,JOHNSON SPENCER,WHO MOVED MY CHEESE-JOHNSON SPENCER,WHO MOVED MY CHEESE,VERMILIAN LANDON,,,,1998,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1737,0,0,BORYSENKO JOAN Z,INNER PEACE FOR BUSY PEOPLE-BORYSENKO JOAN Z,INNER PEACE FOR BUSY PEOPLE,HAY HOUSE INDIA,,,,2009,,194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
