DATED,ACCC_NO,CLASS_NO,BOOK_NO,AUTHOR_1,AUTHOR_2,TITLE,PUBLISHER_NAME,PLACE,COLLN_TYPE,TYPE_OF_MATERIAL,YEAR,EDITION,PG_COUNT,ILLUST,BK_SIZE,ISBN,LANGUAGE,SCRIPT_USED,TRANSLATED,SUBJECT_HEAD,PHY_MED,PRICE,TYPE_OF_BINDING,DOC_NO,SERIES_NAME,ISSN_NO,VOL_NO,PEGINATION,TITLE_VOLUME,ENTRY_ELEMENT,OTHER_NAME,ADDRESS,COUNTRY,BIBLIO_GRAPHY,MEETING_NAME,COUNTTRY_MEETING,PLACE_MEETING,DATE_MEETING,NUMBER_MEETING,KEY,ISSUE,CUR,FCUR,REMARKS,WRITTENOFF,NOOFCOPIES,EDITOR,BK_INFO,ISSUED,COND_BOOK,AVAILABILITY,NEW_CLASS_NO,ORDER_NO,WITH_MEDIA,REFERENCE,BK_BINDING,EDITOR_TYPE,DISC_PR,ACTUAL_PR,SNO,ACCREGDATE,ALMIRAH_NO,SHELF_NO,ISS,ACCCC_NO,HINDI
2019-06-01,451,0,0,SINGH YASHPAL,BIKHRE PHOOL-SINGH YASHPAL,BIKHRE PHOOL,RAMRAJYA PRAKASHAN LUCKNOW,,,,1974,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,453,0,0,"DIXIT,RAJESH","GEET GODAWARI-DIXIT,RAJESH",GEET GODAWARI,VAANI MANDIR MATHURA,,,,1988,,112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,464,0,0,"PANDEY,SURESH","BAND ZINDAGI AUR VIDHROH-PANDEY,SURESH",BAND ZINDAGI AUR VIDHROH,HINDI PRACHAR SABHA MATHURA,,,,1969,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,472,0,0,"MISHRA,YATINDRA (SAMPADAK)","YAAR JULAAHE���� GULJAR-MISHRA,YATINDRA (SAMPADAK)",YAAR JULAAHE���� GULJAR,VAANI PRAKASHAN DELHI,,,,2009,,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,484,0,0,"SRIVASTAVA,VIRENDRAKUMAR (SAMPADAK)","RASHTRA-CHANDRASHEKHER-SRIVASTAVA,VIRENDRAKUMAR (SAMPADAK)",RASHTRA-CHANDRASHEKHER,CHANDRASHEKHER SMARAK TRUST AZAMGARH,,,,2015,,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,496,0,0,VISHWANATH,MAHARANA PRATAP-VISHWANATH,MAHARANA PRATAP,SHIKSHA BHARTI DELHI,,,,1994,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,500,0,0,"TIWARI,NISHITH RANJAN","JANGAL KI OOR-TIWARI,NISHITH RANJAN",JANGAL KI OOR,SHUSHMA PRAKASHAN VARANASI,,,,1995,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,551,0,0,"SINGH,HARDEV","BEIMAN KYON HO JAATI HAI NAUKARSHAHI-SINGH,HARDEV",BEIMAN KYON HO JAATI HAI NAUKARSHAHI,VANI PRAKASHAN,,,,2006,,288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,555,0,0,RADHESHYAM(SAMPADAK),SWABHIMAAN KA UDAI-RADHESHYAM(SAMPADAK),SWABHIMAAN KA UDAI,"AKHIL BHARTIYA VIDYARTHI PARISHAD,AGRA",,,,1993,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,558,0,0,"MALIK,MAHENDRA SINGH","UGRAWAD NIRODHAK COMMANDO PRASHIKSHAN-MALIK,MAHENDRA SINGH",UGRAWAD NIRODHAK COMMANDO PRASHIKSHAN,"POLICE PRASHIKSHAN MAHAVIDYALAYA,KERNAL",,,,1988,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,565,0,0,"POLICE PRASHIKSHAN,MORADABAD","POLICE ANVESHAN-POLICE PRASHIKSHAN,MORADABAD",POLICE ANVESHAN,"POLICE PRASHIKSHAN,MORADABAD",,,,1984,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,568,0,0,"BHARADWAJ,VANMALI","VARNA RAHAYAM-BHARADWAJ,VANMALI",VARNA RAHAYAM,"HINDI PRACHAR SABHA,MATHURA",,,,1991,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,573,0,0,"SHASHTRI,LAXMINARAYAN","SANSKRIT GYAN JYOTI-SHASHTRI,LAXMINARAYAN",SANSKRIT GYAN JYOTI,"ARYA BOOK DEPOT,DELHI",,,,1995,,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,576,0,0,"CHAUKHAMBA,SUBHARTI GRANTHMAALA","NEETI SHATKAM-SHRI BHRITHARI VIRANCHIT-CHAUKHAMBA,SUBHARTI GRANTHMAALA",NEETI SHATKAM-SHRI BHRITHARI VIRANCHIT,"CHAUKHAMBA SURBHARTI PRAKASHAN,VARANASI",,,,1980,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,592,0,0,SINGH SRAJAN PAL,U.P.KI NAYI UDAAN-SINGH SRAJAN PAL,U.P.KI NAYI UDAAN,PRABHAT PRAKASHAN DELHI,,,,2017,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,600,0,0,BHARAT SARKAR MANAV SANSADHAN VIKAS MANTRALAYA,VRAHAD PRASHASHAN SHABDAWALI-BHARAT SARKAR MANAV SANSADHAN VIKAS MANTRALAYA,VRAHAD PRASHASHAN SHABDAWALI,VAIGYANIK TAKNIKISHABDAWALI AYOUG DELHI,,,,1996,,469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,604,0,0,"DUBEY,ASHOK KUMAR","ABHIGYANSHAKUNTALAM-DUBEY,ASHOK KUMAR",ABHIGYANSHAKUNTALAM,NIKHIL PUBLISHERS AGRA,,,,2016,,535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,609,0,0,SWAMI AKHANDANAND SARASWATI,AAPKI PASAND-SWAMI AKHANDANAND SARASWATI,AAPKI PASAND,SAT SAHITYA PRAKASHAN MUMBAI,,,,2008,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,617,0,0,"TRIPATHI,SHREEPRAKASH MANI","PRAMUKH RAJNITIK SANKALPNAYE AVOM VICHARDHARAEE-TRIPATHI,SHREEPRAKASH MANI",PRAMUKH RAJNITIK SANKALPNAYE AVOM VICHARDHARAEE,PRATYUSH PUBLICATION DELHI,,,,2013,,662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,621,0,0,POLICE TRAINING COLLEGE MURADABAD,U.P.GUARD AVOM SCOTT RULES-POLICE TRAINING COLLEGE MURADABAD,U.P.GUARD AVOM SCOTT RULES,POLICE TRAINNING COLLEGE MURADABAD,,,,1986,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,633,0,0,"CHATURVEDI,SITARAM","KALIDAS GRANTHWALI-CHATURVEDI,SITARAM",KALIDAS GRANTHWALI,U.P.SANSKRIT SANSTHAN,,,,,,329+184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,640,0,0,"THAPER,RAMILA","THE PAST AND PREJUDICE-THAPER,RAMILA",THE PAST AND PREJUDICE,NATIONAL BOOK TRUST N.D,,,,1975,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,717,0,0,ISHWARI PRASAD,A SHORT HISTORY OF MUSLIM RULE IN INDIA-ISHWARI PRASAD,A SHORT HISTORY OF MUSLIM RULE IN INDIA,INDIAN PRESS ALLAHABAD,,,,,,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,728,0,0,KARWARKAR MALTI,WHAT SHOULD I EAT DOCTOR GOOD EATING TO GOOD HEALTH-KARWARKAR MALTI,WHAT SHOULD I EAT DOCTOR GOOD EATING TO GOOD HEALTH,IBH PUBLISHING BOMBAY,,,,1982,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,743,0,0,BYRNE RHONDA,THE SECRET  -BYRNE RHONDA,THE SECRET,ARTIA BOOKS NEW YORK,,,,2006,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,750,0,0,"MEHTA,DHIRU.S.ED.RAJAGOPALCHARI","RAMAYANA-MEHTA,DHIRU.S.ED.RAJAGOPALCHARI",RAMAYANA,BHARTIYA VIDHYA BHAWAN,,,,2005,,477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,757,0,0,WODEHOUSE P.G,CARRY AN LEEVES-WODEHOUSE P.G,CARRY AN LEEVES,PENGUIN BOOKS N.D.,,,,1999,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,763,0,0,"GOSWAMI,SATSVARUPA DAS","PRABHUPADA-GOSWAMI,SATSVARUPA DAS",PRABHUPADA,BHAKTI VEDAN LONDAN,,,,1985,,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,787,0,0,CHILD CFAFT WORLD OF INTERNATIONAL,ART AROUND US VOL.15-CHILD CFAFT WORLD OF INTERNATIONAL,ART AROUND US VOL.15,WOVED BOOKS MC.LONDAN,,,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,873,0,0,CHARLES AND MERRYLAMB,TALES FROM SHAKESPEARS-CHARLES AND MERRYLAMB,TALES FROM SHAKESPEARS,RUPA PUBLICATION NEW DELHI,,,,,,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,881,0,0,OXFORD UNIVERSITY PRESS,THE SECOND JIM CARBETT OMNIBUS MY INDIA-OXFORD UNIVERSITY PRESS,THE SECOND JIM CARBETT OMNIBUS MY INDIA,OXFORD UNIVERSITY PRESS,,,,1998,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,886,0,0,BASU KAUSHIK,AN ECONOMIST IN THE REAL WORLD-BASU KAUSHIK,AN ECONOMIST IN THE REAL WORLD,PENGUIN BOOKS N.D.,,,,2016,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,897,0,0,"LAHORI , JHUMPA","INTERPRETER OF MALADIES -STORIES-LAHORI , JHUMPA",INTERPRETER OF MALADIES -STORIES,HARPER COLLINS INDIA,,,,2000,,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,902,0,0,PENGUIN BOOKS,RAJ THAPER ALLA THESE YEARS A MEMORIES-PENGUIN BOOKS,RAJ THAPER ALLA THESE YEARS A MEMORIES,PENGUIN BOOKS N.D.,,,,1991,,472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,912,0,0,TYLER MARY,MY YEARS IN AN INDIAN PRISON-TYLER MARY,MY YEARS IN AN INDIAN PRISON,PENGUIN BOOKS N.D.,,,,1978,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,932,0,0,SELINKO ANNEMARIE,DESIREE : NEPOLION FIRST LOVE-SELINKO ANNEMARIE,DESIREE : NEPOLION FIRST LOVE,WILLIAM COLLINS ARMADA,,,,2008,,575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,997,0,0,GAUR NEELAM SARAN,THREE RIVERS AND THE TREE- STORIES OF ALLAHABAD UNIVERSITY-GAUR NEELAM SARAN,THREE RIVERS AND THE TREE- STORIES OF ALLAHABAD UNIVERSITY,RUPA AND COMPANY,,,,2015,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1006,0,0,KUZNESKI CHRIS,SIGN OF THE CROSS-KUZNESKI CHRIS,SIGN OF THE CROSS,PENGUIN BOOKS N.D.,,,,,,616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1010,0,0,AGATHA CHRISTIE,THE MOUSE TRAP AND SELECTED PLAYS-AGATHA CHRISTIE,THE MOUSE TRAP AND SELECTED PLAYS,HARPER COLLINS INDIA,,,,1994,,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1019,0,0,RAPHAEL D.D.,PROBLEMS OF POLITICS PHILOSPHY-RAPHAEL D.D.,PROBLEMS OF POLITICS PHILOSPHY,THE MACMILLAN PRESS,,,,1976,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1036,0,0,BACH RICHAD,ILLUSSIONS : THE ADVENTURES OF ROLUCTANT MISSION-BACH RICHAD,ILLUSSIONS : THE ADVENTURES OF ROLUCTANT MISSION,DELL PUBLISHING,,,,1989,,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1043,0,0,ROLI BOOKS INTERNATIONAL,JUNIOR SCHOOL DICTIONARY ILLUSTRATION-ROLI BOOKS INTERNATIONAL,JUNIOR SCHOOL DICTIONARY ILLUSTRATION,ROLI BOOKS NEW DELHI,,,,,,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1061,0,0,GOVT.OF U.P.FINANCE DEPT.,FINANCIAL HAND BOOK VOL.V ACCOUNT RULES PART 1-GOVT.OF U.P.FINANCE DEPT.,FINANCIAL HAND BOOK VOL.V ACCOUNT RULES PART 1,"GOVT,OF U.P.FINANACE DEPT.",,,,1979,,627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1066,0,0,INDIAN COUNCIL OF WORLD AFFAIRS,DEFENCE AND SECURITY IN THE INDIAN OCEAN AREA-INDIAN COUNCIL OF WORLD AFFAIRS,DEFENCE AND SECURITY IN THE INDIAN OCEAN AREA,ASIA PUBS.HOUSE BOMBAY,,,,1956,,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1136,0,0,"NADEAU,JEAN BENCIL","SIXTY MILLIAN FRENCHMAN CON'NL-BE WRONG-NADEAU,JEAN BENCIL",SIXTY MILLIAN FRENCHMAN CON'NL-BE WRONG,ROBSON BOOKS,,,,2004,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1141,0,0,"KAKAR,SUDHIR","INTIMATE RELATIONS:EXPLORING INDIAN SEXUALITY-KAKAR,SUDHIR",INTIMATE RELATIONS:EXPLORING INDIAN SEXUALITY,PENGUIN BOOKS N.D.,,,,1979,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1158,0,0,"CAHAN,HERB","YOU CAN NEGOTIATE ANYTHING-CAHAN,HERB",YOU CAN NEGOTIATE ANYTHING,JAICO PUBS BOMBAY,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1167,0,0,AUNG SAN SUU KYI,FREEDOM FROM FEAR-AUNG SAN SUU KYI,FREEDOM FROM FEAR,PENGUIN BOOKS N.D.,,,,1995,,373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1179,0,0,SHAKESPEARE WILLIAM,A MILD SUMMER NIGHT DREAM-SHAKESPEARE WILLIAM,A MILD SUMMER NIGHT DREAM,PENGUIN BOOKS N.D.,,,,1971,,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1185,0,0,MARRYANT FREDRICK,THE CHILDREN OF THE NEW FOREST-MARRYANT FREDRICK,THE CHILDREN OF THE NEW FOREST,RUPA AND COMPANY,,,,2002,,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1196,0,0,CUSSLER CLIVE,THE JUNGLE-CUSSLER CLIVE,THE JUNGLE,PENGUIN BOOKS N.D.,,,,2011,,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1205,0,0,CUSSLER CLIVE,THE MAYAN SECRETS-CUSSLER CLIVE,THE MAYAN SECRETS,MICHAL JOSHPH PENGUIN BOOKS,,,,2013,,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1208,0,0,CUSSLER CLIVE,SILENT SEA-CUSSLER CLIVE,SILENT SEA,MICHAL JOSHPH PENGUIN BOOKS,,,,2010,,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1216,0,0,CUSSLER CLIVE,POSEIDON'S ARROW-CUSSLER CLIVE,POSEIDON'S ARROW,MICHAL JOSHPH PENGUIN BOOKS,,,,2012,,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1223,0,0,CUSSLER CLIVE,RAISE THE TITANIC-CUSSLER CLIVE,RAISE THE TITANIC,MICHAL JOSHPH WARNER BOOKS,,,,1994,,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1229,0,0,CUSSLER CLIVE,SKELETON COAST-CUSSLER CLIVE,SKELETON COAST,PENGUIN BOOKS N.D.,,,,2006,,532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1306,0,0,COLLINS LARRY,THE FIFTH HORSEMAN-COLLINS LARRY,THE FIFTH HORSEMAN,SIMAN AND SCHUSTER,,,,1980,,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1320,0,0,LUDWIG EMILE,NAPOLIAN-LUDWIG EMILE,NAPOLIAN,JACO PUB BOMBAY,,,,1977,,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1329,0,0,FOLLETT KEN,TELL TALE -FOLLETT KEN,TELL TALE,PAN BOOKS,,,,2017,,229+39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1332,0,0,FOLLETT KEN,TRIPLE-FOLLETT KEN,TRIPLE,MACMILLAN INDIA DELHI,,,,1979,,499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1346,0,0,FOLLETT KEN,THE MENTRAM ST.PETERBURG-FOLLETT KEN,THE MENTRAM ST.PETERBURG,WILLIAM MORROW & CO.,,,,1982,,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1357,0,0,SANGHI ASHWIN,THE KRISHNA KAY-SANGHI ASHWIN,THE KRISHNA KAY,WESTLAND LTD.CHENNAI,,,,2012,,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1369,0,0,KHUSHWANT SINGH,ON WOMEN : SELECTED WRITES-KHUSHWANT SINGH,ON WOMEN : SELECTED WRITES,RUPA & CO.,,,,2014,,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1378,0,0,MACLEAN ALISTAIR,THE WAY TO DUSTY DEATH-MACLEAN ALISTAIR,THE WAY TO DUSTY DEATH,HARPER COLLINS INDIA,,,,2009,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1396,0,0,"WOOLF , VIRGINIA","JOCOBS ROOMS-WOOLF , VIRGINIA",JOCOBS ROOMS,PENGUIN BOOKS N.D.,,,,1968,,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1463,0,0,ALEXANDER PETER (ED.),WILLIAM SHAKESPEARE : THE COMPLETE WORTH-ALEXANDER PETER (ED.),WILLIAM SHAKESPEARE : THE COMPLETE WORTH,COLLINS LONDAN,,,,1965,,1376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1477,0,0,RUDDAR DATT AND SUNDHARAM KPM,INDIA ECONOMY-RUDDAR DATT AND SUNDHARAM KPM,INDIA ECONOMY,S.CHAND AND COMPANY NEW DELHI,,,,2004,,769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1481,0,0,MEHTA VINOD,LUCKNOW BOY - A MEMORIES-MEHTA VINOD,LUCKNOW BOY - A MEMORIES,PENGUIN BOOKS N.D.,,,,2011,,325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1487,0,0,SARABAHAI VIKRAM,SECIENCE POLICY & NATIONAL DEVELOPMENT-SARABAHAI VIKRAM,SECIENCE POLICY & NATIONAL DEVELOPMENT,MACMILLAN INDIA DELHI,,,,1974,,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1496,0,0,CHOPRA DEEPAK,PERFECT WEIGHT-CHOPRA DEEPAK,PERFECT WEIGHT,RIDER LONDAN,,,,1994,,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1502,0,0,GHOSH AMITAV,SEA OF POPPIES-GHOSH AMITAV,SEA OF POPPIES,PENGUIN BOOKS N.D.,,,,2008,,514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1510,0,0,SWAMI RAMA,PERENNIAL PSYCHOLOGY OF THE BHAGGWAD GITA-SWAMI RAMA,PERENNIAL PSYCHOLOGY OF THE BHAGGWAD GITA,THE HIMALAYAN INST. OF YOGA SC.PUBS.USA,,,,1985,,479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1515,0,0,ARCHER JEFFERY,MIGHTIER THAN THE SWARD-ARCHER JEFFERY,MIGHTIER THAN THE SWARD,MACMILLAN INDIA DELHI,,,,2015,,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1521,0,0,SRI SATHYA SAI BOOKS & PUBS.,SAI BABA MAHAVAKYA ON LEADERSHIP-SRI SATHYA SAI BOOKS & PUBS.,SAI BABA MAHAVAKYA ON LEADERSHIP,SAI BOOKS & PUBS TRUST A.P.,,,,2005,,209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1527,0,0,TOD JAMES,ANNALS & ANTIQUITES OF RAJASTHAN-TOD JAMES,ANNALS & ANTIQUITES OF RAJASTHAN,RUPA & CO.,,,,2006,,631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1536,0,0,ARORA PREM,INTERNATIONAL POLITICS-ARORA PREM,INTERNATIONAL POLITICS,COSMOS BOOKMINE LTD,,,,,,374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1540,0,0,SRI RAM KRISHNA MOTH,MEDITATION-SRI RAM KRISHNA MOTH,MEDITATION,SRI RAMKRISHNA ASHRAM,,,,,,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1603,0,0,BRACIDE JACOBS,SPEAKER'S DESK BOOK OF QUIZS QUOTES & ANECDOTES-BRACIDE JACOBS,SPEAKER'S DESK BOOK OF QUIZS QUOTES & ANECDOTES,JAICO PUBS BOMBAY,,,,1995,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1607,0,0,"NIETZSCHE , FRIEDRICH","THUS SPAKE ZARATHUSTRA-NIETZSCHE , FRIEDRICH",THUS SPAKE ZARATHUSTRA,ROBIN BOOK NEW DELHI,,,,2010,,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1623,0,0,JAYAKER POPUL (ED.),TRADITION & REVOLUTION-JAYAKER POPUL (ED.),TRADITION & REVOLUTION,KRISHNAMURTI FOUNDATION CHENNAI,,,,1999,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1633,0,0,RAND AYN,THE FOUNTAIN HEAD-RAND AYN,THE FOUNTAIN HEAD,PENGUIN BOOKS N.D.,,,,1993,,704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1636,0,0,DOSTOEVSKY FYODER,THE IDIOT-DOSTOEVSKY FYODER,THE IDIOT,WORDWORTH,,,,1996,,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2019-06-01,1642,0,0,CAMUS ALBERT,THE OUTSIDER-CAMUS ALBERT,THE OUTSIDER,PENGUIN BOOKS N.D.,,,,1982,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
